,i,t0,t1,entity_i,entity_root,mention_text,mention_root,mention_pos,mention_tag,categ,entity_pos,entity_tag,entity_text
0,0,0,12,,UNKNOWN,THE,the,DET,DT,unknown,,,
1,60,59,63,,UNKNOWN,ne,ne,DET,DT,unknown,,,
2,92,91,115,,UNKNOWN,the,the,DET,DT,unknown,,,
3,95,91,115,,UNKNOWN,the,the,DET,DT,unknown,,,
4,101,91,115,,UNKNOWN,the,the,DET,DT,unknown,,,
5,110,91,115,,UNKNOWN,the,the,DET,DT,unknown,,,
6,123,123,160,,UNKNOWN,The,the,DET,DT,unknown,,,
7,126,123,160,,UNKNOWN,an,an,DET,DT,unknown,,,
8,140,123,160,,NARRATOR,I,i,PRON,PRP,narrator,,,
9,146,123,160,,UNKNOWN,the,the,DET,DT,unknown,,,
10,151,123,160,,UNKNOWN,which,which,DET,WDT,unknown,,,
11,173,160,181,,ENVIRONMENT,this,this,DET,DT,environment,,,
12,181,181,211,,UNKNOWN,Its peculiar,its peculiar,DET,PRP$,unknown,,,
13,197,181,211,,UNKNOWN,all,all,DET,DT,unknown,,,
14,198,181,211,,UNKNOWN,who,who,PRON,WP,unknown,,,
15,205,181,211,,ENVIRONMENT,it,it,PRON,PRP,environment,,,
16,213,211,244,,UNKNOWN,these,these,DET,DT,unknown,,,
17,215,211,244,,UNKNOWN,an,an,DET,DT,unknown,,,
18,218,211,244,,UNKNOWN,the,the,DET,DT,unknown,,,
19,222,211,244,,UNKNOWN,which,which,DET,WDT,unknown,,,
20,230,211,244,,UNKNOWN,a,a,DET,DT,unknown,,,
21,234,211,244,,UNKNOWN,which,which,DET,WDT,unknown,,,
22,238,211,244,,UNKNOWN,the,the,DET,DT,unknown,,,
23,241,211,244,,UNKNOWN,the,the,DET,DT,unknown,,,
24,244,244,322,,UNKNOWN,Another,another,DET,DT,unknown,,,
25,246,244,322,,UNKNOWN,the,the,DET,DT,unknown,,,
26,261,244,322,,UNKNOWN,the,the,DET,DT,unknown,,,
27,267,244,322,,UNKNOWN,the,the,DET,DT,unknown,,,
28,271,244,322,,UNKNOWN,a,a,DET,DT,unknown,,,
29,282,244,322,,UNKNOWN,such,such,DET,PDT,unknown,,,
30,283,244,322,,UNKNOWN,a,a,DET,DT,unknown,,,
31,316,244,322,,UNKNOWN,a,a,DET,DT,unknown,,,
32,319,244,322,,UNKNOWN,a,a,DET,DT,unknown,,,
33,324,322,358,,UNKNOWN,the,the,DET,DT,unknown,,,
34,330,322,358,,UNKNOWN,a,a,DET,DT,unknown,,,
35,336,322,358,,UNKNOWN,the,the,DET,DT,unknown,,,
36,350,322,358,,UNKNOWN,the,the,DET,DT,unknown,,,
37,355,322,358,,UNKNOWN,its sacred,its sacred,DET,PRP$,unknown,,,
38,358,358,412,,UNKNOWN,The,the,DET,DT,unknown,,,
39,362,358,412,,UNKNOWN,the,the,DET,DT,unknown,,,
40,372,358,412,,UNKNOWN,the,the,DET,DT,unknown,,,
41,375,358,412,,ENVIRONMENT,that,that,DET,WDT,environment,,,
42,378,358,412,,UNKNOWN,the,the,DET,DT,unknown,,,
43,387,358,412,,UNKNOWN,the,the,DET,DT,unknown,,,
44,394,358,412,,UNKNOWN,a,a,DET,DT,unknown,,,
45,398,358,412,,ENVIRONMENT,that,that,DET,DT,environment,,,
46,401,358,412,,UNKNOWN,the,the,DET,DT,unknown,,,
47,404,358,412,,UNKNOWN,which,which,DET,WDT,unknown,,,
48,407,358,412,,UNKNOWN,the,the,DET,DT,unknown,,,
49,413,412,479,,ENVIRONMENT,this,this,DET,DT,environment,,,
50,439,412,479,,UNKNOWN,the,the,DET,DT,unknown,,,
51,441,412,479,,UNKNOWN,which,which,DET,WDT,unknown,,,
52,445,412,479,,UNKNOWN,the,the,DET,DT,unknown,,,
53,450,412,479,,UNKNOWN,a,a,DET,DT,unknown,,,
54,456,412,479,,UNKNOWN,which,which,DET,WDT,unknown,,,
55,464,412,479,,UNKNOWN,a,a,DET,DT,unknown,,,
56,471,412,479,,UNKNOWN,the,the,DET,DT,unknown,,,
