,i,t0,t1,entity_i,entity_root,mention_text,mention_root,mention_pos,mention_tag,categ,entity_pos,entity_tag,entity_text
0,3,3,7,,UNKNOWN,A,a,DET,DT,unknown,,,
1,25,19,29,,UNKNOWN,the,the,DET,DT,unknown,,,
2,50,45,59,,UNKNOWN,THE,the,DET,DT,unknown,,,
3,65,62,70,,UNKNOWN,THE,the,DET,DT,unknown,,,
4,77,76,92,,UNKNOWN,THE,the,DET,DT,unknown,,,
5,102,102,104,,NARRATOR,I,i,PRON,PRP,narrator,,,
6,105,104,297,,UNKNOWN,the,the,DET,DT,unknown,,,
7,109,104,297,,UNKNOWN,the,the,DET,DT,unknown,,,
8,117,104,297,,UNKNOWN,her fire-,her fire-,DET,PRP$,unknown,,,
9,127,104,297,,UNKNOWN,the,the,DET,DT,unknown,,,
10,134,104,297,,ENVIRONMENT,this,this,DET,DT,environment,,,
11,140,104,297,,UNKNOWN,the,the,DET,DT,unknown,,,
12,143,104,297,,UNKNOWN,the,the,DET,DT,unknown,,,
13,150,104,297,,UNKNOWN,the,the,DET,DT,unknown,,,
14,171,104,297,,UNKNOWN,the,the,DET,DT,unknown,,,
15,173,104,297,,PERSON,he,he,PRON,PRP,person,,,
16,185,104,297,,UNKNOWN,a,a,DET,DT,unknown,,,
17,188,104,297,,UNKNOWN,the,the,DET,DT,unknown,,,
18,201,104,297,,UNKNOWN,the,the,DET,DT,unknown,,,
19,209,104,297,,ENVIRONMENT,it,it,PRON,PRP,environment,,,
20,237,104,297,,UNKNOWN,every,every,DET,DT,unknown,,,
21,247,104,297,,UNKNOWN,the,the,DET,DT,unknown,,,
22,263,104,297,,ENVIRONMENT,this,this,DET,DT,environment,,,
23,269,104,297,,ENVIRONMENT,it,it,PRON,PRP,environment,,,
24,273,104,297,,UNKNOWN,an,an,DET,DT,unknown,,,
25,278,104,297,,UNKNOWN,the,the,DET,DT,unknown,,,
26,286,104,297,,ENVIRONMENT,it,it,PRON,PRP,environment,,,
27,297,297,366,,UNKNOWN,The,the,DET,DT,unknown,,,
28,311,297,366,,UNKNOWN,some,some,DET,DT,unknown,,,
29,315,297,366,,UNKNOWN,the,the,DET,DT,unknown,,,
30,318,297,366,,UNKNOWN,the,the,DET,DT,unknown,,,
31,334,297,366,,UNKNOWN,the,the,DET,DT,unknown,,,
32,339,297,366,,UNKNOWN,the,the,DET,DT,unknown,,,
33,346,297,366,,UNKNOWN,the,the,DET,DT,unknown,,,
34,355,297,366,,UNKNOWN,a,a,DET,DT,unknown,,,
35,362,297,366,,ENVIRONMENT,this,this,DET,DT,environment,,,
36,368,366,531,,UNKNOWN,a,a,DET,DT,unknown,,,
37,379,366,531,,UNKNOWN,the,the,DET,DT,unknown,,,
38,388,366,531,,UNKNOWN,the,the,DET,DT,unknown,,,
39,401,366,531,,UNKNOWN,all,all,DET,PDT,unknown,,,
40,402,366,531,,UNKNOWN,his fellow-,his fellow-,DET,PRP$,unknown,,,
41,407,366,531,,UNKNOWN,an,an,DET,DT,unknown,,,
42,413,366,531,,ENVIRONMENT,this,this,DET,DT,environment,,,
43,422,366,531,,UNKNOWN,the,the,DET,DT,unknown,,,
44,425,366,531,,UNKNOWN,those,those,DET,DT,unknown,,,
45,427,366,531,,UNKNOWN,whom,whom,PRON,WP,unknown,,,
46,434,366,531,,UNKNOWN,an,an,DET,DT,unknown,,,
47,451,366,531,,UNKNOWN,the,the,DET,DT,unknown,,,
48,463,366,531,,UNKNOWN,the,the,DET,DT,unknown,,,
49,467,366,531,,ENVIRONMENT,that,that,DET,DT,environment,,,
50,472,366,531,,UNKNOWN,which,which,DET,WDT,unknown,,,
51,475,366,531,,UNKNOWN,the,the,DET,DT,unknown,,,
52,483,366,531,,UNKNOWN,the,the,DET,DT,unknown,,,
53,486,366,531,,UNKNOWN,the,the,DET,DT,unknown,,,
54,489,366,531,,UNKNOWN,their lawful,their lawful,DET,PRP$,unknown,,,
55,493,366,531,,UNKNOWN,the,the,DET,DT,unknown,,,
56,496,366,531,,UNKNOWN,the,the,DET,DT,unknown,,,
57,499,366,531,,UNKNOWN,the,the,DET,DT,unknown,,,
58,502,366,531,,UNKNOWN,the,the,DET,DT,unknown,,,
59,506,366,531,,UNKNOWN,the,the,DET,DT,unknown,,,
60,511,366,531,,UNKNOWN,the,the,DET,DT,unknown,,,
61,536,531,608,,UNKNOWN,his whole,his whole,DET,PRP$,unknown,,,
62,544,531,608,,ENVIRONMENT,that,that,DET,DT,environment,,,
63,558,531,608,,UNKNOWN,those,those,DET,DT,unknown,,,
64,577,531,608,,UNKNOWN,a,a,DET,DT,unknown,,,
65,581,531,608,,UNKNOWN,its great,its great,DET,PRP$,unknown,,,
