,i,t0,t1,entity_i,entity_root,mention_text,mention_root,mention_pos,mention_tag,categ,entity_pos,entity_tag,entity_text
0,7,6,15,,UNKNOWN,Who,who,PRON,WP,unknown,,,
1,10,6,15,,UNKNOWN,the,the,DET,DT,unknown,,,
2,26,26,30,,UNKNOWN,The,the,DET,DT,unknown,,,
3,36,36,44,,UNKNOWN,The,the,DET,DT,unknown,,,
4,44,44,55,,UNKNOWN,The,the,DET,DT,unknown,,,
5,48,44,55,,UNKNOWN,his probable,his probable,DET,PRP$,unknown,,,
6,51,44,55,,UNKNOWN,the,the,DET,DT,unknown,,,
7,55,55,67,,UNKNOWN,The,the,DET,DT,unknown,,,
8,67,67,71,,UNKNOWN,The,the,DET,DT,unknown,,,
9,71,71,75,,UNKNOWN,The,the,DET,DT,unknown,,,
10,75,75,81,,UNKNOWN,The,the,DET,DT,unknown,,,
11,82,82,91,,UNKNOWN,Who,who,PRON,WP,unknown,,,
12,87,82,91,,UNKNOWN,the,the,DET,DT,unknown,,,
13,92,91,96,,UNKNOWN,The,the,DET,DT,unknown,,,
14,105,103,109,,PERSON,himself,himself,PRON,PRP,person,,,
15,125,109,129,,UNKNOWN,a,a,DET,DT,unknown,,,
16,129,129,132,,UNKNOWN,A,a,DET,DT,unknown,,,
17,142,142,151,,UNKNOWN,XXIX A,xxix a,DET,DT,unknown,,,
18,147,142,151,,UNKNOWN,Another,another,DET,DT,unknown,,,
19,151,151,160,,UNKNOWN,The,the,DET,DT,unknown,,,
20,175,175,178,,NARRATOR,I,i,PRON,PRP,narrator,,,
21,186,178,192,,UNKNOWN,each,each,DET,DT,unknown,,,
22,192,192,203,,UNKNOWN,The,the,DET,DT,unknown,,,
23,203,203,210,,UNKNOWN,The,the,DET,DT,unknown,,,
24,206,203,210,,UNKNOWN,the,the,DET,DT,unknown,,,
25,216,212,221,,PERSON,her,her,DET,PRP$,person,,,
26,233,229,239,,UNKNOWN,the,the,DET,DT,unknown,,,
27,240,240,245,,UNKNOWN,The,the,DET,DT,unknown,,,
28,249,245,253,,UNKNOWN,the,the,DET,DT,unknown,,,
29,253,253,269,,UNKNOWN,The,the,DET,DT,unknown,,,
30,269,269,283,,UNKNOWN,The,the,DET,DT,unknown,,,
31,274,269,283,,UNKNOWN,the State of Affairs,the state of affairs,DET,DT,unknown,,,
32,278,269,283,,UNKNOWN,the,the,DET,DT,unknown,,,
33,290,284,303,,UNKNOWN,the,the,DET,DT,unknown,,,
34,295,284,303,,UNKNOWN,the,the,DET,DT,unknown,,,
35,298,284,303,,UNKNOWN,the,the,DET,DT,unknown,,,
36,304,304,306,,NARRATOR,I,i,PRON,PRP,narrator,,,
37,306,306,313,,UNKNOWN,WHO,who,PRON,WP,unknown,,,
38,309,306,313,,UNKNOWN,THE,the,DET,DT,unknown,,,
39,318,313,348,,UNKNOWN,a,a,DET,DT,unknown,,,
40,328,313,348,,UNKNOWN,the,the,DET,DT,unknown,,,
41,343,313,348,,UNKNOWN,the,the,DET,DT,unknown,,,
42,348,348,384,,UNKNOWN,The,the,DET,DT,unknown,,,
43,354,348,384,,UNKNOWN,who,who,PRON,WP,unknown,,,
44,359,348,384,,UNKNOWN,the,the,DET,DT,unknown,,,
45,369,348,384,,UNKNOWN,the,the,DET,DT,unknown,,,
46,380,348,384,,ENVIRONMENT,that,that,DET,DT,environment,,,
47,401,384,424,,UNKNOWN,a,a,DET,DT,unknown,,,
48,407,384,424,,UNKNOWN,those,those,DET,DT,unknown,,,
49,410,384,424,,UNKNOWN,the,the,DET,DT,unknown,,,
50,417,384,424,,UNKNOWN,a,a,DET,DT,unknown,,,
51,441,441,467,,UNKNOWN,The,the,DET,DT,unknown,,,
52,455,441,467,,ENVIRONMENT,it,it,PRON,PRP,environment,,,
53,457,441,467,,UNKNOWN,a,a,DET,DT,unknown,,,
54,467,467,497,,UNKNOWN,A,a,DET,DT,unknown,,,
55,471,467,497,,ENVIRONMENT,this,this,DET,DT,environment,,,
56,473,467,497,,UNKNOWN,the,the,DET,DT,unknown,,,
57,477,467,497,,UNKNOWN,whom,whom,PRON,WP,unknown,,,
58,480,467,497,,UNKNOWN,the,the,DET,DT,unknown,,,
59,486,467,497,,UNKNOWN,those,those,DET,DT,unknown,,,
60,487,467,497,,UNKNOWN,who,who,PRON,WP,unknown,,,
61,490,467,497,,UNKNOWN,the,the,DET,DT,unknown,,,
62,497,497,519,,NARRATOR,I,i,PRON,PRP,narrator,,,
63,514,497,519,,UNKNOWN,the,the,DET,DT,unknown,,,
64,523,519,528,,UNKNOWN,a,a,DET,DT,unknown,,,
65,526,519,528,,ENVIRONMENT,that,that,DET,DT,environment,,,
66,530,528,611,,UNKNOWN,a,a,DET,DT,unknown,,,
67,535,528,611,,UNKNOWN,the,the,DET,DT,unknown,,,
68,541,528,611,,UNKNOWN,those,those,DET,DT,unknown,,,
69,542,528,611,,UNKNOWN,who,who,PRON,WP,unknown,,,
70,557,528,611,,UNKNOWN,a,a,DET,DT,unknown,,,
71,568,528,611,,UNKNOWN,an,an,DET,DT,unknown,,,
72,574,528,611,,UNKNOWN,the,the,DET,DT,unknown,,,
73,581,528,611,,UNKNOWN,the,the,DET,DT,unknown,,,
74,591,528,611,,UNKNOWN,no,no,DET,DT,unknown,,,
75,605,528,611,,UNKNOWN,a,a,DET,DT,unknown,,,
76,622,611,648,,UNKNOWN,those,those,DET,DT,unknown,,,
77,623,611,648,,UNKNOWN,who,who,PRON,WP,unknown,,,
78,629,611,648,,UNKNOWN,the,the,DET,DT,unknown,,,
79,632,611,648,,UNKNOWN,the,the,DET,DT,unknown,,,
80,642,611,648,,UNKNOWN,the,the,DET,DT,unknown,,,
81,653,648,674,,UNKNOWN,all,all,DET,DT,unknown,,,
82,655,648,674,,UNKNOWN,all,all,DET,DT,unknown,,,
83,663,648,674,,UNKNOWN,a,a,DET,DT,unknown,,,
84,666,648,674,,UNKNOWN,the,the,DET,DT,unknown,,,
85,682,674,712,,UNKNOWN,the,the,DET,DT,unknown,,,
86,688,674,712,,UNKNOWN,the,the,DET,DT,unknown,,,
87,695,674,712,,UNKNOWN,the,the,DET,DT,unknown,,,
88,702,674,712,,UNKNOWN,the,the,DET,DT,unknown,,,
89,713,712,734,,UNKNOWN,the,the,DET,DT,unknown,,,
90,716,712,734,,UNKNOWN,the,the,DET,DT,unknown,,,
91,728,712,734,,UNKNOWN,the,the,DET,DT,unknown,,,
92,738,734,753,,UNKNOWN,the,the,DET,DT,unknown,,,
93,744,734,753,,ENVIRONMENT,that,that,DET,WDT,environment,,,
94,747,734,753,,UNKNOWN,the,the,DET,DT,unknown,,,
95,754,753,771,,ENVIRONMENT,this,this,DET,DT,environment,,,
96,784,771,826,,UNKNOWN,the,the,DET,DT,unknown,,,
97,795,771,826,,UNKNOWN,the,the,DET,DT,unknown,,,
98,799,771,826,,UNKNOWN,a,a,DET,DT,unknown,,,
99,802,771,826,,UNKNOWN,which,which,DET,WDT,unknown,,,
100,820,771,826,,UNKNOWN,his usual,his usual,DET,PRP$,unknown,,,
101,834,826,851,,UNKNOWN,the,the,DET,DT,unknown,,,
102,838,826,851,,UNKNOWN,which,which,DET,WDT,unknown,,,
103,844,826,851,,UNKNOWN,the,the,DET,DT,unknown,,,
104,859,851,862,,UNKNOWN,another,another,DET,DT,unknown,,,
105,872,862,894,,UNKNOWN,the,the,DET,DT,unknown,,,
106,875,862,894,,UNKNOWN,the,the,DET,DT,unknown,,,
107,882,862,894,,UNKNOWN,the,the,DET,DT,unknown,,,
108,885,862,894,,UNKNOWN,the,the,DET,DT,unknown,,,
109,898,894,951,,UNKNOWN,the,the,DET,DT,unknown,,,
110,906,894,951,,UNKNOWN,the,the,DET,DT,unknown,,,
111,914,894,951,,UNKNOWN,their learned,their learned,DET,PRP$,unknown,,,
112,926,894,951,,UNKNOWN,they,they,PRON,PRP,unknown,,,
113,931,894,951,,UNKNOWN,the,the,DET,DT,unknown,,,
114,938,894,951,,UNKNOWN,the,the,DET,DT,unknown,,,
115,940,894,951,,UNKNOWN,their own,their own,DET,PRP$,unknown,,,
116,943,894,951,,ENVIRONMENT,that,that,DET,WDT,environment,,,
117,962,951,979,,UNKNOWN,his own,his own,DET,PRP$,unknown,,,
118,964,951,979,,UNKNOWN,the,the,DET,DT,unknown,,,
119,972,951,979,,UNKNOWN,the,the,DET,DT,unknown,,,
120,997,979,1003,,ENVIRONMENT,that,that,DET,DT,environment,,,
121,1018,1003,1022,,UNKNOWN,the,the,DET,DT,unknown,,,
122,1028,1022,1050,,UNKNOWN,the,the,DET,DT,unknown,,,
123,1031,1022,1050,,UNKNOWN,the,the,DET,DT,unknown,,,
124,1033,1022,1050,,UNKNOWN,who,who,PRON,WP,unknown,,,
125,1045,1022,1050,,UNKNOWN,a,a,DET,DT,unknown,,,
126,1056,1050,1064,,UNKNOWN,the,the,DET,DT,unknown,,,
127,1066,1064,1095,,UNKNOWN,a,a,DET,DT,unknown,,,
128,1074,1064,1095,,UNKNOWN,the,the,DET,DT,unknown,,,
129,1090,1064,1095,,UNKNOWN,such,such,DET,PDT,unknown,,,
130,1091,1064,1095,,UNKNOWN,a,a,DET,DT,unknown,,,
131,1110,1110,1125,,UNKNOWN,The,the,DET,DT,unknown,,,
