,i,t0,t1,entity_i,entity_root,mention_text,mention_root,mention_pos,mention_tag,categ,entity_pos,entity_tag,entity_text
0,0,0,6,,UNKNOWN,A,a,DET,DT,unknown,,,
1,6,6,12,,UNKNOWN,A,a,DET,DT,unknown,,,
2,9,6,12,,UNKNOWN,THE,the,DET,DT,unknown,,,
3,16,16,19,,UNKNOWN,The,the,DET,DT,unknown,,,
4,19,19,166,,ENVIRONMENT,It,it,PRON,PRP,environment,,,
5,21,19,166,,UNKNOWN,the,the,DET,DT,unknown,,,
6,29,19,166,,UNKNOWN,the,the,DET,DT,unknown,,,
7,37,19,166,,UNKNOWN,the,the,DET,DT,unknown,,,
8,45,19,166,,UNKNOWN,the,the,DET,DT,unknown,,,
9,53,19,166,,UNKNOWN,the,the,DET,DT,unknown,,,
10,61,19,166,,UNKNOWN,the,the,DET,DT,unknown,,,
11,69,19,166,,UNKNOWN,the,the,DET,DT,unknown,,,
12,77,19,166,,UNKNOWN,the,the,DET,DT,unknown,,,
13,85,19,166,,UNKNOWN,the,the,DET,DT,unknown,,,
14,93,19,166,,UNKNOWN,the,the,DET,DT,unknown,,,
15,124,19,166,,UNKNOWN,the,the,DET,DT,unknown,,,
16,130,19,166,,UNKNOWN,the,the,DET,DT,unknown,,,
17,136,19,166,,UNKNOWN,the,the,DET,DT,unknown,,,
18,141,19,166,,UNKNOWN,some,some,DET,DT,unknown,,,
19,158,19,166,,UNKNOWN,the,the,DET,DT,unknown,,,
20,171,166,210,,UNKNOWN,a,a,DET,DT,unknown,,,
21,175,166,210,,UNKNOWN,a,a,DET,DT,unknown,,,
22,178,166,210,,UNKNOWN,a,a,DET,DT,unknown,,,
23,193,166,210,,UNKNOWN,a,a,DET,DT,unknown,,,
24,197,166,210,,UNKNOWN,a,a,DET,DT,unknown,,,
25,200,166,210,,UNKNOWN,a,a,DET,DT,unknown,,,
26,211,210,239,,UNKNOWN,both,both,DET,DT,unknown,,,
27,213,210,239,,ENVIRONMENT,it,it,PRON,PRP,environment,,,
28,219,210,239,,UNKNOWN,the,the,DET,DT,unknown,,,
29,222,210,239,,UNKNOWN,the,the,DET,DT,unknown,,,
30,239,239,249,,ENVIRONMENT,It,it,PRON,PRP,environment,,,
31,256,249,264,,ENVIRONMENT,that,that,DET,DT,environment,,,
32,262,249,264,,ENVIRONMENT,this,this,DET,DT,environment,,,
33,268,264,303,,UNKNOWN,her five,her five,DET,PRP$,unknown,,,
34,277,264,303,,UNKNOWN,whom,whom,PRON,WP,unknown,,,
35,278,264,303,,UNKNOWN,a,a,DET,DT,unknown,,,
36,285,264,303,,UNKNOWN,the,the,DET,DT,unknown,,,
37,295,264,303,,UNKNOWN,the,the,DET,DT,unknown,,,
38,304,303,332,,UNKNOWN,the,the,DET,DT,unknown,,,
39,319,303,332,,UNKNOWN,the,the,DET,DT,unknown,,,
40,335,332,388,,UNKNOWN,the,the,DET,DT,unknown,,,
41,344,332,388,,UNKNOWN,the,the,DET,DT,unknown,,,
42,350,332,388,,UNKNOWN,a,a,DET,DT,unknown,,,
43,358,332,388,,UNKNOWN,which,which,DET,WDT,unknown,,,
44,369,332,388,,UNKNOWN,the,the,DET,DT,unknown,,,
45,373,332,388,,UNKNOWN,any,any,DET,DT,unknown,,,
46,378,332,388,,UNKNOWN,any,any,DET,DT,unknown,,,
47,380,332,388,,UNKNOWN,the,the,DET,DT,unknown,,,
48,383,332,388,,UNKNOWN,the,the,DET,DT,unknown,,,
49,393,388,420,,UNKNOWN,the,the,DET,DT,unknown,,,
50,402,388,420,,UNKNOWN,the,the,DET,DT,unknown,,,
51,421,420,487,,UNKNOWN,the,the,DET,DT,unknown,,,
52,439,420,487,,UNKNOWN,a,a,DET,DT,unknown,,,
53,457,420,487,,PERSON,he,he,PRON,PRP,person,,,
54,462,420,487,,UNKNOWN,the,the,DET,DT,unknown,,,
55,468,420,487,,UNKNOWN,a,a,DET,DT,unknown,,,
56,473,420,487,,UNKNOWN,which,which,DET,WDT,unknown,,,
57,479,420,487,,UNKNOWN,a,a,DET,DT,unknown,,,
58,482,420,487,,UNKNOWN,some,some,DET,DT,unknown,,,
59,487,487,547,,ENVIRONMENT,It,it,PRON,PRP,environment,,,
60,495,487,547,,UNKNOWN,the,the,DET,DT,unknown,,,
61,508,487,547,,ENVIRONMENT,that,that,DET,DT,environment,,,
62,530,487,547,,UNKNOWN,a,a,DET,DT,unknown,,,
63,535,487,547,,UNKNOWN,a,a,DET,DT,unknown,,,
64,538,487,547,,UNKNOWN,a,a,DET,DT,unknown,,,
65,541,487,547,,ENVIRONMENT,it,it,PRON,PRP,environment,,,
66,547,547,612,,ENVIRONMENT,It,it,PRON,PRP,environment,,,
67,553,547,612,,UNKNOWN,the,the,DET,DT,unknown,,,
68,557,547,612,,UNKNOWN,some,some,DET,DT,unknown,,,
69,560,547,612,,UNKNOWN,the,the,DET,DT,unknown,,,
70,571,547,612,,UNKNOWN,the,the,DET,DT,unknown,,,
71,595,547,612,,UNKNOWN,which,which,DET,WDT,unknown,,,
72,596,547,612,,UNKNOWN,the,the,DET,DT,unknown,,,
73,609,547,612,,UNKNOWN,the,the,DET,DT,unknown,,,
74,613,612,662,,ENVIRONMENT,that,that,DET,DT,environment,,,
75,628,612,662,,UNKNOWN,no,no,DET,DT,unknown,,,
76,640,612,662,,UNKNOWN,the,the,DET,DT,unknown,,,
77,647,612,662,,UNKNOWN,any,any,DET,DT,unknown,,,
78,668,662,680,,UNKNOWN,an,an,DET,DT,unknown,,,
79,692,680,917,,UNKNOWN,the,the,DET,DT,unknown,,,
80,694,680,917,,ENVIRONMENT,itself,itself,PRON,PRP,environment,,,
81,695,680,917,,UNKNOWN,every,every,DET,DT,unknown,,,
82,717,680,917,,UNKNOWN,the,the,DET,DT,unknown,,,
83,720,680,917,,UNKNOWN,the,the,DET,DT,unknown,,,
84,723,680,917,,UNKNOWN,a,a,DET,DT,unknown,,,
85,726,680,917,,UNKNOWN,the,the,DET,DT,unknown,,,
86,736,680,917,,UNKNOWN,his fellow-,his fellow-,DET,PRP$,unknown,,,
87,738,680,917,,UNKNOWN,whom,whom,PRON,WP,unknown,,,
88,745,680,917,,UNKNOWN,the,the,DET,DT,unknown,,,
89,753,680,917,,UNKNOWN,the,the,DET,DT,unknown,,,
90,781,680,917,,UNKNOWN,the,the,DET,DT,unknown,,,
91,789,680,917,,UNKNOWN,the,the,DET,DT,unknown,,,
92,796,680,917,,UNKNOWN,which,which,DET,WDT,unknown,,,
