,L_NRCw_Em_anger,L_NRCw_Em_anticipation,L_NRCw_Em_disgust,L_NRCw_Em_fear,L_NRCw_Em_joy,L_NRCw_Em_negative,L_NRCw_Em_positive,L_NRCw_Em_sadness,L_NRCw_Em_surprise,L_NRCw_Em_trust,R_agent,R_patient,R_possessive,R_predicative,i,lemma,neg,t,text
65,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"a man with no hat, and with broken shoes, and with",his head,,,556,smother,False,546,smothered
66,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,558,mud,False,546,mud
67,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,563,stone,False,546,stones
68,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"a man with no hat, and with broken shoes, and with",his head,,,571,sting,False,546,stung
69,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,573,nettle,False,546,nettles
70,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"a man with no hat, and with broken shoes, and with",his head,,,576,tear,False,546,torn
71,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"a man with no hat, and with broken shoes, and with",his head,,,581,limp,False,546,limped
72,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,"a man with no hat, and with broken shoes, and with",his head,,,584,shiver,False,546,shivered
73,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"a man with no hat, and with broken shoes, and with",his head,,,587,glare,False,546,glared
74,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"a man with no hat, and with broken shoes, and with",his head,,,590,growl,False,546,growled
75,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"a man with no hat, and with broken shoes, and with",,,,601,seize,False,546,seized
76,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,617,sir,False,611,sir
77,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,623,terror,False,611,terror
78,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,,,,,626,Pray,False,626,pray
79,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,632,sir,False,626,sir
80,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,655,sir,False,650,sir
81,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,668,stare,False,659,staring
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,675,mouth,False,673,mouth
83,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,684,sir,False,682,sir
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,us,,,689,show,False,688,show
85,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,the church,,,714,lie,False,706,lay
86,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,,,,726,tree,False,706,trees
87,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,735,church,False,706,church
88,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,772,church,False,770,church
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,779,sudden,False,770,sudden
90,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,sir,,,789,heel,False,770,heels
91,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,802,church,False,770,church
92,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"itself,—for",a piece of bread,,,818,tremble,False,806,trembling
93,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"itself,—for",a piece of bread,,,821,eat,False,806,ate
94,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,829,young,False,827,young
95,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,"itself,—for",,,837,lick,False,827,licking
96,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,843,fat,False,827,fat
97,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,856,fat,False,852,fat
98,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,863,time,False,852,time
99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,864,undersize,False,852,undersized
100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,em,,,880,eat,True,874,eat
101,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,890,threatening,False,874,threatening
102,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,909,earnestly,False,908,earnestly
103,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,em,,,,912,hope,False,908,hope
104,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,945,cry,False,908,crying
105,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,,,,,962,mother,False,959,mother
106,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,969,sir,False,967,sir
107,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sir,sir,,,975,start,False,967,started
108,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,sir,,,988,shoulder,False,967,shoulder
109,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,994,sir,False,992,sir
110,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,sir,,,999,explain,False,992,explained
111,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,,,,,1008,mother,False,1005,mother
112,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1019,come,False,1012,coming
113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,1027,father,False,1023,father
114,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,,,,,1030,mother,False,1023,mother
115,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,1037,sir,False,1035,sir
116,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,1047,late,False,1043,late
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,1050,parish,False,1043,parish
118,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,sir,,,,1059,mutter,False,1058,muttered
119,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,1101,sir,False,1094,sir
120,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1131,time,False,1122,times
121,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,1164,powerfully,False,1122,powerfully
122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,1190,question,False,1180,question
123,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,1213,sir,False,1211,sir
124,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,1230,sir,False,1228,sir
125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,sir,,,,1236,question,False,1234,question
126,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,1251,great,False,1234,greater
127,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,1252,sense,False,1234,sense
128,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,1254,helplessness,False,1234,helplessness
129,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,1256,danger,False,1234,danger
130,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,,1319,dreadfully,False,1317,dreadfully
131,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,1320,frightened,False,1317,frightened
132,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,1347,upright,False,1317,upright
133,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,1349,sir,False,1317,sir
134,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,1356,sick,False,1317,sick
135,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,1380,church,False,1367,church
136,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,the church,the church,,,1381,jump,False,1367,jumped
137,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,1398,upright,False,1387,upright
138,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,1402,top,False,1387,top
139,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,1405,stone,False,1387,stone
140,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,1412,fearful,False,1387,fearful
141,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1422,morrow,False,1416,morrow
142,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,1442,Battery,False,1432,battery
143,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,me,,,1453,dare,True,1446,dare
144,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,1457,word,False,1446,word
145,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,me,,,1459,dare,False,1446,dare
146,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,1495,word,False,1487,words
147,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,1503,small,False,1487,small
148,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,1521,eat,False,1487,ate
149,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,1540,young,False,1537,young
150,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,me,,,1542,hide,False,1537,hid
151,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,1550,young,False,1537,young
152,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,,,,1555,Angel,False,1537,angel
153,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,1558,young,False,1557,young
154,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,1562,word,False,1557,words
155,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,1567,young,False,1566,young
156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,1571,secret,False,1566,secret
157,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,1581,boy,False,1566,boy
158,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,1599,boy,False,1593,boy
159,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a boy,a boy,,,1601,attempt,False,1593,attempt
160,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,a boy,,,1603,hide,False,1593,hide
161,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,1607,young,False,1593,young
162,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,1611,boy,False,1610,boy
163,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,1631,clothe,False,1610,clothes
164,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,1641,safe,False,1610,safe
165,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,1645,young,False,1610,young
166,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,a boy,a boy,,,1649,creep,False,1610,creep
167,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,a boy,,,1651,creep,False,1610,creep
168,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,1666,young,False,1661,young
169,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,1669,harm,False,1661,harming
170,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,,,,1674,present,False,1661,present
171,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,1679,difficulty,False,1661,difficulty
172,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,1689,young,False,1681,young
173,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,1721,broken,False,1705,broken
174,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,1724,food,False,1705,food
175,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,1736,Battery,False,1705,battery
176,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,1743,Lord,False,1741,lord
177,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,1744,strike,False,1741,strike
178,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,1788,young,False,1770,young
179,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,1799,Goo,False,1770,goo
180,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,,,,1801,good,False,1770,good
181,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,1804,sir,False,1770,sir
182,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,a boy,a boy,,,1808,falter,False,1770,faltered
183,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,1825,cold,False,1811,cold
184,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1839,eel,False,1837,eel
185,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1846,time,False,1843,time
186,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,a boy,a boy,,,1849,hug,False,1843,hugged
187,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,a boy,,,,1865,limp,False,1843,limped
188,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,1869,church,False,1843,church
189,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,a boy,,,1878,pick,False,1872,picking
190,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,1883,nettle,False,1872,nettles
191,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,1890,bind,False,1872,bound
192,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,1892,green,False,1872,green
193,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,1899,young,False,1872,young
194,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,1915,cautiously,False,1872,cautiously
195,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,the dead people,,,1919,grave,False,1872,graves
196,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,a boy,,,1929,pull,False,1872,pull
197,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,1940,church,False,1934,church
198,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,1954,numb,False,1934,numbed
199,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,1956,stiff,False,1934,stiff
200,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,,,,1983,good,False,1967,best
201,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,1995,shoulder,False,1989,shoulder
202,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,a boy,,,2008,hug,False,1989,hugging
203,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,a boy,,,2015,pick,False,1989,picking
204,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,2020,sore,False,1989,sore
205,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,2025,stone,False,1989,stones
206,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2055,long,False,2050,long
207,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,2056,black,False,2050,black
208,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,2085,black,False,2050,black
209,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,2089,sky,False,2050,sky
210,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,2093,row,False,2050,row
211,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2095,long,False,2050,long
212,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,2096,angry,False,2050,angry
213,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2098,line,False,2050,lines
214,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,2101,black,False,2050,black
215,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2102,line,False,2050,lines
216,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,2119,black,False,2105,black
217,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,2124,prospect,False,2105,prospect
218,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,2129,stand,False,2105,standing
219,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,2130,upright,False,2105,upright
220,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,2149,ugly,False,2105,ugly
221,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,it,,,2166,hang,False,2105,hanging
222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,2174,pirate,False,2105,pirate
223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,a pirate,which young man,,which young man,2179,limp,False,2176,limping
224,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,2190,pirate,False,2176,pirate
225,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,2212,terrible,False,2208,terrible
