,categ,entity_i,entity_pos,entity_root,entity_tag,entity_text,i,mention_pos,mention_root,mention_tag,mention_text,t0,t1
0,unknown,,,UNKNOWN,,,21,DET,both,DT,both,0,31
1,unknown,,,UNKNOWN,,,56,DET,the,DT,the,46,67
2,unknown,,,UNKNOWN,,,69,PRON,who,WP,who,67,74
3,unknown,,,UNKNOWN,,,71,DET,the,DT,the,67,74
4,unknown,,,UNKNOWN,,,87,DET,any,DT,any,74,120
5,unknown,,,UNKNOWN,,,90,DET,either,DT,either,74,120
6,unknown,,,UNKNOWN,,,109,PRON,what,WP,what,74,120
7,unknown,,,UNKNOWN,,,120,DET,the,DT,The,120,151
8,unknown,,,UNKNOWN,,,123,DET,the,DT,the,120,151
9,unknown,,,UNKNOWN,,,132,DET,an,DT,an,120,151
10,unknown,,,UNKNOWN,,,138,DET,a,DT,a,120,151
11,unknown,,,UNKNOWN,,,152,DET,the,DT,the,151,181
12,unknown,,,UNKNOWN,,,157,DET,the,DT,the,151,181
13,unknown,,,UNKNOWN,,,164,DET,the,DT,the,151,181
14,unknown,,,UNKNOWN,,,170,DET,a,DT,a,151,181
15,unknown,,,UNKNOWN,,,186,DET,each,DT,each,181,272
16,unknown,,,UNKNOWN,,,188,DET,a,DT,a,181,272
17,unknown,,,UNKNOWN,,,191,DET,a,DT,a,181,272
18,unknown,,,UNKNOWN,,,195,DET,which,WDT,which,181,272
19,unknown,,,UNKNOWN,,,199,DET,a,DT,a,181,272
20,unknown,,,UNKNOWN,,,210,DET,the,DT,the,181,272
21,unknown,,,UNKNOWN,,,219,PRON,who,WP,who,181,272
22,unknown,,,UNKNOWN,,,224,DET,a,DT,a,181,272
23,environment,,,ENVIRONMENT,,,230,DET,that,DT,that,181,272
24,unknown,,,UNKNOWN,,,238,DET,a,DT,a,181,272
25,unknown,,,UNKNOWN,,,246,DET,all,DT,all,181,272
26,environment,,,ENVIRONMENT,,,266,DET,this,DT,this,181,272
27,unknown,,,UNKNOWN,,,274,DET,the,DT,the,272,294
28,unknown,,,UNKNOWN,,,280,DET,the,DT,the,272,294
29,unknown,,,UNKNOWN,,,286,DET,the,DT,the,272,294
30,unknown,,,UNKNOWN,,,291,DET,the,DT,the,272,294
31,unknown,,,UNKNOWN,,,302,DET,the,DT,the,294,316
32,unknown,,,UNKNOWN,,,317,DET,such,PDT,such,316,457
33,unknown,,,UNKNOWN,,,318,DET,a,DT,a,316,457
34,environment,,,ENVIRONMENT,,,325,DET,this,DT,this,316,457
35,unknown,,,UNKNOWN,,,332,DET,the,DT,the,316,457
36,environment,,,ENVIRONMENT,,,341,DET,this,DT,this,316,457
37,unknown,,,UNKNOWN,,,348,DET,the,DT,the,316,457
38,unknown,,,UNKNOWN,,,372,DET,the,DT,the,316,457
39,unknown,,,UNKNOWN,,,383,DET,the,DT,the,316,457
40,unknown,,,UNKNOWN,,,388,DET,the,DT,the,316,457
41,environment,,,ENVIRONMENT,,,404,PRON,it,PRP,it,316,457
42,unknown,,,UNKNOWN,,,407,DET,the,DT,the,316,457
43,unknown,,,UNKNOWN,,,412,DET,the,DT,the,316,457
44,unknown,,,UNKNOWN,,,423,DET,the,DT,the,316,457
45,unknown,,,UNKNOWN,,,427,DET,which,WDT,which,316,457
46,unknown,,,UNKNOWN,,,428,DET,the,DT,the,316,457
47,unknown,,,UNKNOWN,,,433,DET,the,DT,the,316,457
48,unknown,,,UNKNOWN,,,438,DET,the,DT,the,316,457
49,environment,,,ENVIRONMENT,,,446,PRON,it,PRP,it,316,457
50,unknown,,,UNKNOWN,,,447,DET,all,DT,all,316,457
51,reader,,,READER,,,459,DET,your,PRP$,your,457,483
52,unknown,,,UNKNOWN,,,464,DET,a,DT,a,457,483
53,unknown,,,UNKNOWN,,,469,DET,a,DT,a,457,483
54,unknown,,,UNKNOWN,,,474,DET,the,DT,the,457,483
55,unknown,,,UNKNOWN,,,477,DET,the,DT,the,457,483
56,unknown,,,UNKNOWN,,,480,DET,the,DT,the,457,483
57,reader,,,READER,,,495,DET,your,PRP$,your,484,498
58,unknown,,,UNKNOWN,,,500,DET,a,DT,A,498,517
59,unknown,,,UNKNOWN,,,504,DET,all,DT,all,498,517
60,unknown,,,UNKNOWN,,,510,DET,a,DT,a,498,517
61,person,,,PERSON,,,514,DET,his,PRP$,his,498,517
62,unknown,,,UNKNOWN,,,538,DET,a,DT,A,538,600
63,unknown,,,UNKNOWN,,,540,PRON,who,WP,who,538,600
64,unknown,,,UNKNOWN,,,572,PRON,who,WP,who,538,600
65,unknown,,,UNKNOWN,,,585,DET,whose,WP$,whose,538,600
66,unknown,,,UNKNOWN,,,596,DET,the,DT,the,538,600
67,environment,,,ENVIRONMENT,,,622,PRON,it,PRP,it,618,628
68,unknown,,,UNKNOWN,,,657,DET,the,DT,the,651,664
69,reader,,,READER,,,684,PRON,you,PRP,you,680,692
70,unknown,,,UNKNOWN,,,703,DET,our,PRP$,our,697,727
71,unknown,,,UNKNOWN,,,708,DET,the,DT,the,697,727
72,unknown,,,UNKNOWN,,,713,DET,the,DT,the,697,727
73,unknown,,,UNKNOWN,,,735,DET,a,DT,a,727,748
74,unknown,,,UNKNOWN,,,787,DET,the,DT,the,759,820
75,unknown,,,UNKNOWN,,,807,DET,a,DT,a,759,820
76,unknown,,,UNKNOWN,,,815,DET,the,DT,the,759,820
77,reader,,,READER,,,821,PRON,you,PRP,You,820,843
78,unknown,,,UNKNOWN,,,835,PRON,what,WP,what,820,843
79,unknown,,,UNKNOWN,,,847,PRON,they,PRP,they,845,866
80,environment,,,ENVIRONMENT,,,855,DET,that,DT,that,845,866
81,unknown,,,UNKNOWN,,,878,DET,the,DT,the,867,891
82,unknown,,,UNKNOWN,,,882,DET,a,DT,a,867,891
